ANCESTOR_CONCEPT_ID,DESCENDANT_CONCEPT_ID,MIN_LEVELS_OF_SEPARATION,MAX_LEVELS_OF_SEPARATION
45668843.0,19073183.0,2.0,3.0
45677086.0,975125.0,0.0,0.0
45781591.0,933724.0,0.0,0.0
45687210.0,19133905.0,2.0,3.0
45684374.0,40163554.0,2.0,3.0
46240710.0,1545958.0,0.0,0.0
45702986.0,1551099.0,0.0,0.0
46238234.0,1332419.0,2.0,3.0
45798424.0,1759842.0,0.0,0.0
46296565.0,1119510.0,0.0,0.0
45688744.0,1125315.0,0.0,0.0
46293751.0,1125315.0,0.0,0.0
45796843.0,1119510.0,0.0,0.0
46307067.0,1129625.0,0.0,0.0
45896421.0,782047.0,2.0,3.0
253549.0,4059173.0,5.0,6.0
4105895.0,4197460.0,2.0,2.0
21500574.0,1125315.0,4.0,4.0
21505819.0,1129625.0,0.0,0.0
21604253.0,40162522.0,5.0,6.0
36002139.0,433644.0,4.0,4.0
36156211.0,1119510.0,0.0,0.0
21502550.0,914335.0,4.0,4.0
40228299.0,42902245.0,2.0,2.0
44363026.0,40162522.0,2.0,3.0
44338031.0,1129625.0,0.0,0.0
44339580.0,1129625.0,0.0,0.0
45653531.0,1125315.0,0.0,0.0
45622736.0,1115008.0,0.0,0.0
45640538.0,1125315.0,0.0,0.0
45632012.0,1119510.0,0.0,0.0
45629628.0,738818.0,0.0,0.0
45651272.0,1177480.0,0.0,0.0
45668645.0,19075001.0,2.0,3.0
45677281.0,975125.0,0.0,0.0
45781215.0,738818.0,0.0,0.0
45687210.0,19133873.0,2.0,3.0
45684300.0,40223768.0,2.0,3.0
46240710.0,1332418.0,0.0,0.0
45703055.0,1332418.0,0.0,0.0
46238508.0,1127433.0,2.0,3.0
45798523.0,1107830.0,0.0,0.0
46296644.0,1119510.0,0.0,0.0
45688020.0,1125315.0,0.0,0.0
46293520.0,1125315.0,0.0,0.0
45796991.0,1119510.0,0.0,0.0
46306400.0,1129625.0,0.0,0.0
45896517.0,40232448.0,2.0,3.0
4024567.0,40481087.0,5.0,6.0
4043026.0,4047491.0,2.0,2.0
21502510.0,1713332.0,4.0,4.0
21503326.0,1149380.0,0.0,0.0
21603365.0,40229134.0,5.0,6.0
36002139.0,4240902.0,4.0,4.0
36156028.0,1119510.0,0.0,0.0
21502550.0,967823.0,4.0,4.0
37520731.0,4057420.0,2.0,2.0
44363228.0,19019273.0,2.0,3.0
44338035.0,1738521.0,0.0,0.0
44339386.0,1115008.0,0.0,0.0
45653103.0,1125315.0,0.0,0.0
45622868.0,1153428.0,0.0,0.0
45640610.0,1125315.0,0.0,0.0
45632213.0,1119510.0,0.0,0.0
45629757.0,1174888.0,0.0,0.0
45648308.0,1177480.0,0.0,0.0
45668661.0,1551192.0,2.0,3.0
45673977.0,975125.0,0.0,0.0
45778663.0,1124957.0,0.0,0.0
45684124.0,19008572.0,2.0,3.0
45684311.0,19078924.0,2.0,3.0
45703202.0,1112807.0,0.0,0.0
45703816.0,1548195.0,0.0,0.0
46238531.0,1332419.0,2.0,3.0
45798228.0,975125.0,0.0,0.0
46296803.0,1119510.0,0.0,0.0
45688115.0,1125315.0,0.0,0.0
46293811.0,1125315.0,0.0,0.0
45796801.0,1119510.0,0.0,0.0
46307077.0,1129625.0,0.0,0.0
45896772.0,19059056.0,2.0,3.0
4024567.0,28060.0,5.0,6.0
4178818.0,372328.0,2.0,2.0
21502510.0,1768849.0,4.0,4.0
21503373.0,1129625.0,0.0,0.0
21603365.0,40162522.0,5.0,6.0
35204998.0,4310024.0,4.0,4.0
36156029.0,1119510.0,0.0,0.0
21502550.0,1177480.0,4.0,4.0
37622481.0,381316.0,2.0,2.0
44363251.0,40232448.0,2.0,3.0
44338045.0,1192710.0,0.0,0.0
44339459.0,1177480.0,0.0,0.0
45652984.0,1125315.0,0.0,0.0
45622869.0,1102527.0,0.0,0.0
45640512.0,1125315.0,0.0,0.0
45632024.0,1119510.0,0.0,0.0
45629759.0,1310149.0,0.0,0.0
45648403.0,1177480.0,0.0,0.0
45668880.0,40229134.0,2.0,3.0
45673935.0,975125.0,0.0,0.0
45778878.0,967823.0,0.0,0.0
45684158.0,1107882.0,2.0,3.0
45684269.0,19077344.0,2.0,3.0
45703250.0,1124957.0,0.0,0.0
45703946.0,1107830.0,0.0,0.0
46238339.0,40232448.0,2.0,3.0
45795455.0,1153428.0,0.0,0.0
46296600.0,1119510.0,0.0,0.0
45688064.0,1125315.0,0.0,0.0
46293725.0,1125315.0,0.0,0.0
45797104.0,1119510.0,0.0,0.0
46304172.0,1129625.0,0.0,0.0
45896792.0,40236824.0,2.0,3.0
4028076.0,4048171.0,5.0,6.0
4178818.0,134438.0,2.0,2.0
21502510.0,1759842.0,4.0,4.0
21503373.0,975125.0,0.0,0.0
21603365.0,19133768.0,5.0,6.0
35205038.0,441267.0,4.0,4.0
36156132.0,1119510.0,0.0,0.0
36217216.0,19127922.0,3.0,4.0
40037552.0,40221415.0,2.0,2.0
44363252.0,1115171.0,2.0,3.0
45619727.0,738818.0,0.0,0.0
44339459.0,1174888.0,0.0,0.0
45653285.0,1125315.0,0.0,0.0
45622812.0,1728416.0,0.0,0.0
45640513.0,1125315.0,0.0,0.0
45634086.0,1119510.0,0.0,0.0
45629763.0,1192710.0,0.0,0.0
45648412.0,1177480.0,0.0,0.0
45668952.0,19007333.0,2.0,3.0
45674014.0,975125.0,0.0,0.0
45779076.0,967823.0,0.0,0.0
45684098.0,19023398.0,2.0,3.0
45685586.0,19075601.0,2.0,3.0
45703223.0,1501700.0,0.0,0.0
45703575.0,1149196.0,0.0,0.0
46238409.0,19059056.0,2.0,3.0
45795361.0,1589505.0,0.0,0.0
46296728.0,1119510.0,0.0,0.0
45688107.0,1125315.0,0.0,0.0
46293530.0,1125315.0,0.0,0.0
45796891.0,1119510.0,0.0,0.0
46304183.0,1129625.0,0.0,0.0
45803821.0,40229134.0,2.0,3.0
4162282.0,4112343.0,5.0,6.0
4178818.0,198199.0,2.0,2.0
21502510.0,1741122.0,4.0,4.0
21503365.0,975125.0,0.0,0.0
21496206.0,3049273.0,4.0,5.0
36203067.0,4156265.0,4.0,4.0
36156001.0,1119510.0,0.0,0.0
36217216.0,19128022.0,3.0,4.0
40758298.0,40758406.0,2.0,2.0
44363143.0,1154615.0,2.0,3.0
45619794.0,1310149.0,0.0,0.0
44339460.0,1129625.0,0.0,0.0
45653300.0,1125315.0,0.0,0.0
45622822.0,1713332.0,0.0,0.0
45640518.0,1125315.0,0.0,0.0
45634228.0,1119510.0,0.0,0.0
45629739.0,1729720.0,0.0,0.0
45645154.0,1177480.0,0.0,0.0
45670291.0,40173590.0,2.0,3.0
45673895.0,975125.0,0.0,0.0
45779085.0,1545958.0,0.0,0.0
45684206.0,19008572.0,2.0,3.0
45685467.0,43012036.0,2.0,3.0
45703180.0,1118084.0,0.0,0.0
45703771.0,1310149.0,0.0,0.0
46238635.0,19019273.0,2.0,3.0
45795361.0,19127890.0,0.0,0.0
46296660.0,1119510.0,0.0,0.0
45688088.0,1125315.0,0.0,0.0
46293952.0,1125315.0,0.0,0.0
45797038.0,1119510.0,0.0,0.0
46304101.0,1129625.0,0.0,0.0
45803602.0,40162522.0,2.0,3.0
432795.0,4132546.0,4.0,6.0
4178818.0,195588.0,2.0,2.0
21502510.0,1746114.0,4.0,4.0
21503366.0,975125.0,0.0,0.0
21604147.0,40173590.0,4.0,5.0
36000000.0,438614.0,4.0,4.0
36156195.0,1119510.0,0.0,0.0
36600000.0,4280726.0,4.0,4.0
37520664.0,4301346.0,2.0,2.0
44363181.0,1115171.0,2.0,3.0
45619795.0,1129625.0,0.0,0.0
44339461.0,1521369.0,0.0,0.0
45653326.0,1125315.0,0.0,0.0
45622822.0,1759842.0,0.0,0.0
45640559.0,1125315.0,0.0,0.0
45628849.0,1119510.0,0.0,0.0
45629741.0,738818.0,0.0,0.0
45645256.0,1177480.0,0.0,0.0
45670398.0,19078461.0,2.0,3.0
45673896.0,975125.0,0.0,0.0
45779195.0,1192710.0,0.0,0.0
45684239.0,19008572.0,2.0,3.0
45685478.0,1127433.0,2.0,3.0
45703206.0,705944.0,0.0,0.0
45703772.0,1192710.0,0.0,0.0
46238672.0,40232448.0,2.0,3.0
45795361.0,1549786.0,0.0,0.0
46296661.0,1119510.0,0.0,0.0
45688093.0,1125315.0,0.0,0.0
46293846.0,1125315.0,0.0,0.0
45797042.0,1119510.0,0.0,0.0
46320438.0,1129625.0,0.0,0.0
45803804.0,19018935.0,2.0,3.0
4024567.0,255848.0,4.0,6.0
4108616.0,4010253.0,2.0,2.0
21502510.0,1729720.0,4.0,4.0
21503367.0,975125.0,0.0,0.0
21604792.0,45892894.0,4.0,5.0
36000000.0,4139681.0,4.0,4.0
36156198.0,1119510.0,0.0,0.0
36600000.0,40480160.0,4.0,4.0
40789542.0,3006451.0,2.0,2.0
44363159.0,40232448.0,2.0,3.0
45619955.0,1112807.0,0.0,0.0
44339461.0,1549786.0,0.0,0.0
45653095.0,1125315.0,0.0,0.0
45622830.0,1332418.0,0.0,0.0
45640619.0,1125315.0,0.0,0.0
45629045.0,1119510.0,0.0,0.0
45629749.0,1759842.0,0.0,0.0
45645125.0,1177480.0,0.0,0.0
45666599.0,1115171.0,2.0,3.0
45673906.0,975125.0,0.0,0.0
45779197.0,1124957.0,0.0,0.0
45684129.0,40163554.0,2.0,3.0
45685704.0,1713671.0,2.0,3.0
45703362.0,1501700.0,0.0,0.0
45704070.0,1308738.0,0.0,0.0
46238754.0,1127433.0,2.0,3.0
45795364.0,1112807.0,0.0,0.0
46296517.0,1119510.0,0.0,0.0
45688133.0,1125315.0,0.0,0.0
46288728.0,1125315.0,0.0,0.0
45797083.0,1119510.0,0.0,0.0
46320124.0,1129625.0,0.0,0.0
45803866.0,40229134.0,2.0,3.0
4180628.0,4310024.0,4.0,6.0
4158691.0,4186930.0,2.0,2.0
21502510.0,1717327.0,4.0,4.0
21503344.0,1125315.0,0.0,0.0
21503965.0,19007333.0,4.0,5.0
36203066.0,4066995.0,4.0,4.0
36156206.0,1119510.0,0.0,0.0
36600000.0,4056621.0,5.0,5.0
40765347.0,3000963.0,2.0,2.0
44363193.0,40229134.0,2.0,3.0
45619826.0,1129625.0,0.0,0.0
44339463.0,1548195.0,0.0,0.0
45653361.0,1125315.0,0.0,0.0
45622746.0,1309944.0,0.0,0.0
45640756.0,1125315.0,0.0,0.0
45629161.0,1119510.0,0.0,0.0
45629749.0,1713332.0,0.0,0.0
45645460.0,1177480.0,0.0,0.0
45666857.0,19008572.0,2.0,3.0
45671370.0,975125.0,0.0,0.0
45779106.0,1174888.0,0.0,0.0
45684372.0,1127433.0,2.0,3.0
45685708.0,19133905.0,2.0,3.0
45703296.0,1738521.0,0.0,0.0
45703651.0,1728416.0,0.0,0.0
46238703.0,40169216.0,2.0,3.0
45795399.0,933724.0,0.0,0.0
46293572.0,1119510.0,0.0,0.0
45688140.0,1125315.0,0.0,0.0
46288617.0,1125315.0,0.0,0.0
45797027.0,1119510.0,0.0,0.0
46320460.0,1129625.0,0.0,0.0
45803673.0,40229134.0,2.0,3.0
255919.0,4156265.0,4.0,6.0
4042836.0,4029498.0,2.0,2.0
21502510.0,1174888.0,4.0,4.0
21503326.0,975125.0,0.0,0.0
21604070.0,42707627.0,4.0,5.0
36203066.0,40479768.0,4.0,4.0
36156435.0,1119510.0,0.0,0.0
36600000.0,81151.0,5.0,8.0
37520651.0,4301346.0,2.0,2.0
44363591.0,19133905.0,2.0,3.0
45619873.0,738818.0,0.0,0.0
44339268.0,1154029.0,0.0,0.0
45653133.0,1125315.0,0.0,0.0
45623042.0,1307863.0,0.0,0.0
45640757.0,1125315.0,0.0,0.0
45629164.0,1119510.0,0.0,0.0
45629750.0,1545958.0,0.0,0.0
45642529.0,1177480.0,0.0,0.0
45664254.0,40232448.0,2.0,3.0
45671246.0,975125.0,0.0,0.0
45779108.0,1192710.0,0.0,0.0
45680884.0,19008572.0,2.0,3.0
45685708.0,19133873.0,2.0,3.0
45703141.0,1307863.0,0.0,0.0
45703653.0,1308738.0,0.0,0.0
45897488.0,19018935.0,2.0,3.0
45795404.0,1738521.0,0.0,0.0
46293746.0,1119510.0,0.0,0.0
45688125.0,1125315.0,0.0,0.0
46288885.0,1125315.0,0.0,0.0
46318051.0,1119510.0,0.0,0.0
46320692.0,1129625.0,0.0,0.0
45803962.0,19008572.0,2.0,3.0
255919.0,4132546.0,4.0,6.0
4043161.0,4218408.0,2.0,2.0
21502510.0,1778162.0,4.0,4.0
21503375.0,975125.0,0.0,0.0
21500007.0,1713671.0,4.0,5.0
36203066.0,4048695.0,4.0,4.0
36158854.0,1119510.0,0.0,0.0
36600000.0,4149245.0,6.0,6.0
37520651.0,44783196.0,2.0,2.0
44358586.0,19019273.0,2.0,3.0
45620074.0,1149196.0,0.0,0.0
44339271.0,1713332.0,0.0,0.0
45653136.0,1125315.0,0.0,0.0
45622957.0,1154343.0,0.0,0.0
45637439.0,1125315.0,0.0,0.0
45629192.0,1119510.0,0.0,0.0
45629886.0,1713332.0,0.0,0.0
45642372.0,1177480.0,0.0,0.0
45664479.0,1154615.0,2.0,3.0
45670706.0,975125.0,0.0,0.0
45778879.0,1107830.0,0.0,0.0
45683993.0,1332419.0,2.0,3.0
45684391.0,40228230.0,2.0,3.0
45703253.0,1501700.0,0.0,0.0
45704079.0,1361711.0,0.0,0.0
45897557.0,40236446.0,2.0,3.0
45795407.0,1174888.0,0.0,0.0
46293811.0,1119510.0,0.0,0.0
45688174.0,1125315.0,0.0,0.0
46288816.0,1125315.0,0.0,0.0
46318054.0,1119510.0,0.0,0.0
46320631.0,1129625.0,0.0,0.0
45894840.0,42707627.0,2.0,3.0
4022922.0,4152936.0,4.0,6.0
4043161.0,4295880.0,2.0,2.0
21502510.0,1728416.0,4.0,4.0
21503351.0,1396131.0,0.0,0.0
21500007.0,46275444.0,4.0,5.0
36203066.0,40479422.0,4.0,4.0
36158858.0,1119510.0,0.0,0.0
36600000.0,40479768.0,7.0,7.0
37522278.0,4035793.0,3.0,3.0
44358687.0,40236824.0,2.0,3.0
45619980.0,1177480.0,0.0,0.0
44339588.0,1129625.0,0.0,0.0
45653442.0,1125315.0,0.0,0.0
45622973.0,1713332.0,0.0,0.0
45637502.0,1125315.0,0.0,0.0
45629096.0,1119510.0,0.0,0.0
45629886.0,1759842.0,0.0,0.0
45642405.0,1177480.0,0.0,0.0
45664280.0,1115171.0,2.0,3.0
45781372.0,975125.0,0.0,0.0
45778948.0,1149196.0,0.0,0.0
45680558.0,1127433.0,2.0,3.0
45684580.0,19059056.0,2.0,3.0
45703224.0,1309944.0,0.0,0.0
45703717.0,1124957.0,0.0,0.0
45897639.0,1127433.0,2.0,3.0
45795397.0,1149196.0,0.0,0.0
46293530.0,1119510.0,0.0,0.0
45688208.0,1125315.0,0.0,0.0
46288632.0,1125315.0,0.0,0.0
46317552.0,1119510.0,0.0,0.0
46321388.0,1129625.0,0.0,0.0
45896869.0,1107882.0,2.0,3.0
4022922.0,4149245.0,4.0,6.0
4043022.0,4202451.0,2.0,2.0
21500582.0,1174888.0,4.0,4.0
21500206.0,1361711.0,0.0,0.0
21500010.0,19074843.0,4.0,5.0
36203066.0,4001336.0,4.0,4.0
36158935.0,1119510.0,0.0,0.0
36600000.0,40479422.0,7.0,7.0
37522278.0,4197460.0,3.0,3.0
44356475.0,1115171.0,2.0,3.0
45620028.0,1177480.0,0.0,0.0
44339374.0,1539403.0,0.0,0.0
45653114.0,1125315.0,0.0,0.0
45623071.0,1115008.0,0.0,0.0
45637537.0,1125315.0,0.0,0.0
45629102.0,1119510.0,0.0,0.0
45629835.0,1713332.0,0.0,0.0
45642550.0,1177480.0,0.0,0.0
45664309.0,40229134.0,2.0,3.0
45781186.0,975125.0,0.0,0.0
45778957.0,1153428.0,0.0,0.0
45680558.0,19078461.0,2.0,3.0
45684581.0,40232448.0,2.0,3.0
45703422.0,791967.0,0.0,0.0
45703122.0,1545958.0,0.0,0.0
45897589.0,40229134.0,2.0,3.0
45795572.0,1332418.0,0.0,0.0
46288728.0,1119510.0,0.0,0.0
45688321.0,1125315.0,0.0,0.0
46291556.0,1125315.0,0.0,0.0
45793890.0,1119510.0,0.0,0.0
46320810.0,1129625.0,0.0,0.0
45650773.0,19018935.0,2.0,3.0
253549.0,40480160.0,4.0,6.0
4048365.0,4133840.0,2.0,2.0
21500582.0,1124957.0,4.0,4.0
21500544.0,708298.0,0.0,0.0
21500010.0,19075001.0,4.0,5.0
36102149.0,40486433.0,4.0,4.0
36158971.0,1119510.0,0.0,0.0
36600000.0,78272.0,9.0,9.0
37622481.0,317576.0,3.0,3.0
44356269.0,19008572.0,2.0,3.0
45620337.0,975125.0,0.0,0.0
44339097.0,1729720.0,0.0,0.0
45653299.0,1125315.0,0.0,0.0
45623058.0,1309944.0,0.0,0.0
45637160.0,1125315.0,0.0,0.0
45629257.0,1119510.0,0.0,0.0
45629846.0,1192710.0,0.0,0.0
45642477.0,1177480.0,0.0,0.0
45664548.0,40232448.0,2.0,3.0
45779017.0,975125.0,0.0,0.0
45778960.0,1124300.0,0.0,0.0
45783587.0,19075601.0,2.0,3.0
45684574.0,1115171.0,2.0,3.0
45703425.0,1124300.0,0.0,0.0
45703124.0,1551099.0,0.0,0.0
45897597.0,1107882.0,2.0,3.0
45795574.0,1112807.0,0.0,0.0
46288885.0,1119510.0,0.0,0.0
45688203.0,1125315.0,0.0,0.0
46291649.0,1125315.0,0.0,0.0
45794190.0,1119510.0,0.0,0.0
46314285.0,1129625.0,0.0,0.0
45675631.0,40236446.0,2.0,3.0
253549.0,4237458.0,4.0,6.0
4040396.0,4238715.0,2.0,2.0
21500582.0,1102527.0,4.0,4.0
21500544.0,791967.0,0.0,0.0
21500010.0,19074841.0,4.0,5.0
36102149.0,4280726.0,4.0,4.0
36158677.0,1119510.0,0.0,0.0
36300000.0,42535580.0,5.0,10.0
37622481.0,4310024.0,3.0,3.0
44356464.0,1115171.0,2.0,3.0
45620106.0,1738521.0,0.0,0.0
44816277.0,44816277.0,0.0,0.0
45649962.0,1125315.0,0.0,0.0
45623061.0,1124300.0,0.0,0.0
45637480.0,1125315.0,0.0,0.0
45629316.0,1119510.0,0.0,0.0
45629809.0,1124300.0,0.0,0.0
45642658.0,1177480.0,0.0,0.0
45778402.0,1332419.0,2.0,3.0
45779154.0,975125.0,0.0,0.0
45779161.0,1501700.0,0.0,0.0
45693193.0,40223768.0,2.0,3.0
45681447.0,1154615.0,2.0,3.0
45703230.0,1545958.0,0.0,0.0
45703127.0,1551099.0,0.0,0.0
45897642.0,19129655.0,2.0,3.0
45795577.0,933724.0,0.0,0.0
46288852.0,1119510.0,0.0,0.0
45688205.0,1125315.0,0.0,0.0
46291655.0,1125315.0,0.0,0.0
45794024.0,1119510.0,0.0,0.0
46314894.0,1129625.0,0.0,0.0
45894852.0,1551192.0,2.0,3.0
253549.0,4142905.0,4.0,6.0
4180941.0,4199276.0,2.0,2.0
21500582.0,1154029.0,4.0,4.0
21500561.0,705944.0,0.0,0.0
